Town,Name,Address,Phone,Website
Cardiff,Castello Grill House,"76 City Rd, Cardiff CF24 3DD, UK",029 2030 3333,
Cardiff,L2 restaurant,"St Mary St, Cardiff CF10 2EQ, UK",029 2022 4488,https://motorpointarenacardiff.co.uk/restaurant/l2-restaurant-bar
Cardiff,Las Iguanas - Cardiff,"8 Mill Ln, Cardiff CF10 1FL, UK",029 2274 1566,https://www.iguanas.co.uk/restaurants/cardiff/?utm_source=google&utm_medium=organic&utm_campaign=google_lpm_lasiguanas_cardiff
Cardiff,The Sorting Room Restaurant,"Westgate St, Cardiff CF10 1DA, UK",029 2274 5595,https://www.theparkgatehotel.wales/home/restaurant-bar/
Cardiff,Tŷ Madeira Restaurant,"32 St Mary St, Cardiff CF10 1AB, UK",029 2022 4477,https://www.tymadeira.co.uk/
Cardiff,Turtle Bay Cardiff,"114-116 St Mary St, Cardiff CF10 1DY, UK",029 2034 2006,https://turtlebay.co.uk/restaurants/cardiff
Cardiff,Le Monde Restaurant Cardiff,"60 - 62 St Mary St, Cardiff CF10 1FE, UK",029 2023 1688,https://www.le-monde-restaurant.co.uk/
Cardiff,Mowgli Street Food Cardiff,"5, Unit C, 10 Church St, Cardiff CF10 1BG, UK",029 2009 9565,https://www.mowglistreetfood.com/restaurants/cardiff/
Cardiff,The Smoke Haus,"Mary Ann St, St Davids Centre, Cardiff CF10 2EN, UK",029 2022 0777,http://www.thesmokehaus.co.uk/
Cardiff,"Thomas, the brasserie","3 & 5 Pontcanna St, Pontcanna, Cardiff CF11 9HQ, UK",029 2116 7800,https://thomas-pontcanna.co.uk/
Cardiff,Bill's Cardiff Bay Restaurant,"Pilotage Bldg, Stuart St, Cardiff CF10 5BW, UK",020 8054 5400,https://bills-website.co.uk/restaurants/cardiff-bay/?utm_source=LocalGoogle&utm_medium=Organic
Cardiff,Côte Cardiff Central,"10-11 Mill Ln, Cardiff CF10 1FL, UK",029 2034 3810,https://www.cote.co.uk/restaurant/cardiff-central?utm_source=google&utm_medium=organic&utm_campaign=google+my+business
Cardiff,Lezzet Turkish Kitchen,"106 St Mary St, Cardiff CF10 1DX, UK",029 2132 1415,http://www.lezzetcardiff.co.uk/
Cardiff,Giovannis On The Hayes,"38 The Hayes, Cardiff CF10 1AJ, UK",029 2022 0077,https://www.giovanniscardiff.co.uk/
Cardiff,Wahaca Cardiff,"51-53 The Hayes, Bridge St, St Davids Centre, Cardiff CF10 1GA, UK",029 2166 1314,http://www.wahaca.co.uk/locations/cardiff?utm_source=gmb&utm_medium=Yext&y_source=1_MTkxNDIwMzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Cardiff,The Cardiff Stable,"Ty Admiral House, Ty Admiral, Bridge St, Cardiff CF10 2EH, UK",029 2022 1721,https://stablepizza.com/cardiff/
Cardiff,Bosco Pizzeria,"14 High St, Cardiff CF10 1AX, UK",029 2111 1345,http://boscopizzeria.co.uk/
Cardiff,Deli Fuego,"91 - 99 City Rd, Cardiff CF24 3BN, UK",029 2049 1141,http://delifuego.com/
Cardiff,The Old Custom House,"Custom House, Cardiff, Penarth CF64 1TT, UK",029 2070 5551,http://www.theoldcustomhousepenarth.co.uk/
Cardiff,Prezzo,"Eastside, 14 Bridge St, St Davids Centre, Arcade, Cardiff CF10 2EF, UK",029 2267 7273,https://www.prezzo.co.uk/restaurants/cardiff-st-davids/
Cardiff,Crispy Dosa Restaurant Cardiff,"30 St Mary St, Cardiff CF10 1AB, UK",029 2297 2849,
Cardiff,Hub Box Cardiff,"Unit 23/23A, Mermaid Quay, Cardiff CF10 5BZ, UK",029 2046 2655,https://hubbox.co.uk/locations/cardiff/
Cardiff,Ciliegino,"90 Grand Arcade, St David's, Shopping Center, Dewi Sant, Upper East Side, St Davids Centre, Cardiff CF10 2EL, UK",029 2034 0547,http://cilieginorestaurant.co.uk/
Cardiff,Elgano Italian Restaurant,"58 Cathedral Rd, Pontcanna, Cardiff CF11 9LL, UK",029 2025 5853,http://www.elgano.co.uk/
Cardiff,Graze,"Greyfriars Rd, Cardiff CF10 3HH, UK",029 2064 6400,https://www.grazecardiff.com/
Cardiff,Heaneys Restaurant,"6-10 Romilly Cres, Pontcanna, Cardiff CF11 9NR, UK",029 2034 1264,http://www.heaneyscardiff.co.uk/
Cardiff,Chopstix - Cardiff St. David's,"Unit KLG15 St. David’s Shopping Centre, St Davids Centre, Cardiff CF10 1EQ, UK",029 2000 1655,http://chopstixgroup.com/
Cardiff,Cedar Tree Farm - Farmhouse Inns,"Ferry Rd, Cardiff CF11 0JR, UK",029 2034 1823,https://www.farmhouseinns.co.uk/pubs/south-glamorgan/cedar-tree-farm?utm_source=g_places&utm_medium=locations&utm_campaign=FHI_pubpage
Cardiff,Porto's,"The Old Brewery Quarter, Caroline St, Cardiff CF10 1FG, UK",029 2022 7147,https://miaportodue.co.uk/
Cardiff,The Heathcock,"58-60 Bridge St, Cardiff CF5 2EN, UK",029 2115 2290,https://heathcockcardiff.com/
Cardiff,Côte Cardiff Bay,"25, Mermaid Quay, Cardiff CF10 5BZ, UK",029 2045 3780,https://www.cote.co.uk/restaurant/cardiff-bay?utm_source=google&utm_medium=organic&utm_campaign=google+my+business
Cardiff,Cosy Club,"Unit 24, Unit 7a, Mermaid Quay, Cardiff CF10 5BZ, UK",029 2050 9008,https://cosyclub.co.uk/location/cardiff-bay/
Cardiff,ASK Italian - Cardiff,"24, 32 Wyndham Arcade, Mill Ln, Cardiff CF10 1FJ, UK",029 2034 4665,https://www.askitalian.co.uk/italian/restaurants/cardiff?utm_source=google&utm_medium=knowledgepanel&utm_campaign=GMB
Swansea,The Observatory Swansea,"Marine Quarter, The Slipway, Maritime Quarter, Swansea SA1 1YB, UK",01792 960526,https://swanseaobservatory.square.site/
Swansea,The Shed Restaurant,"Unit 1-2, J Shed Arcade, Kings Rd, Swansea SA1 8PL, UK",01792 712120,http://www.theshedsa1.com/
Swansea,Antep Restaurant,"84 The Kingsway, Swansea SA1 5JE, UK",01792 220405,
Swansea,Cattle & Co Swansea,"1 York St, Swansea SA1 3LZ, UK",01792 969314,https://cattleandco.co.uk/
Swansea,Altitude28 Restaurant & Sky Bar,"Top of, Meridian Tower, Trawler Rd, Maritime Quarter, Swansea SA1 1JW, UK",01792 712772,http://www.altitude28skybar.co.uk/
Swansea,Bella Ciao Swansea,"46 The Kingsway, Swansea SA1 5HG, UK",01792 470000,http://www.bellaciaorestaurants.co.uk/
Swansea,Truffle,"1A King Edward Rd, Swansea SA1 4LH, UK",01792 547246,http://www.truffleswansea.com/
Swansea,The Welsh House Swansea Restaurant & Bar,"Unit 5, J Shed Arcade, Swansea SA1 8PL, UK",01792 480749,https://thewelsh-house.co.uk/
Swansea,Abyssinia Restaurant,"213 Oxford St, Swansea SA1 3BG, UK",07460 335274,https://sites.google.com/view/abyssinia-restaurant-swansea/home?authuser=2
Swansea,Founders & Co. Swansea,"24 Wind St, Swansea SA1 1DY, UK",01792 962710,https://foundersandco.uk/?utm_source=Google&utm_medium=Yext&y_source=1_NTA2NjA0MDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Swansea,Orka,"6 Princess Way, Swansea SA1 3LW, UK",07487 602541,https://www.orkarestaurants.com/
Swansea,Luigi's Restaurant,"14-16 Orchard St, Swansea SA1 5AG, UK",01792 803024,https://luigisrestaurant.uk/
Swansea,Muswanna,"13 Dillwyn St, Swansea SA1 4AQ, UK",01792 979729,https://www.muswanna.co.uk/
Swansea,The Secret Beach Bar & Kitchen,"The Secret Beach Bar & Kitchen, Mumbles Rd, Brynmill, Swansea SA2 0AY, UK",01792 439220,http://www.thesecretswansea.co.uk/
Swansea,Belle Vue Bistro Swansea ltd,"6-8 Bellevue Way, Swansea SA1 5BY, UK",01792 650284,https://www.bellevuebistroswansea.com/
Swansea,Bouchon De Rossi,"217 Whitewalls, Swansea SA1 3BG, UK",01792 655780,http://www.bouchonderossi.co.uk/
Swansea,Dosa Bar,"Green Dragon Ln, Swansea SA1 1DG, UK",01792 951309,http://www.dosabar.co.uk/
Swansea,Las Iguanas - Swansea,"Unit A-B, Castle Quarter, Castle Lane, Swansea SA1 2AH, UK",01792 344770,https://www.iguanas.co.uk/restaurants/swansea/?utm_source=google&utm_medium=organic&utm_campaign=google_lpm_lasiguanas_swansea
Swansea,The River House,"The River House, Ice House, Kings Rd, Swansea SA1 8AW, UK",01792 649060,http://www.riverhouse.co.uk/
Swansea,El Pescador Restaurant & Bar,"Trawler Rd, Maritime Quarter, Swansea SA1 1LB, UK",01792 464947,http://www.elpescador.co.uk/
Swansea,Turtle Bay Swansea,"10 Castle St, Swansea SA1 1JF, UK",01792 467060,https://turtlebay.co.uk/restaurants/swansea
Swansea,Hoogah,"68 Brynymor Rd, Swansea SA1 4JJ, UK",01792 449731,http://www.hoogah-swansea.com/
Swansea,Red Sea Restaurant,"15 Mansel St, Swansea SA1 5SG, UK",01792 974537,
Swansea,wagamama swansea,"unit 14, the city gates, Swansea SA1 1EE, UK",01792 940219,https://www.wagamama.com/restaurants/swansea/swansea
Swansea,Maison De Masala,"Unit 2B, Parc Tawe, Swansea SA1 2AS, UK",01792 974146,https://www.maisondemasala.co.uk/
Swansea,Zinco Lounge,"30 Princess Way, Swansea SA1 5HE, UK",01792 644812,https://thelounges.co.uk/zinco/
Swansea,Greek Flavours,"32 The Kingsway, Swansea SA1 5LE, UK",01792 381143,https://www.greek-flavours.com/
Swansea,Rasoi Waterfront,"Unit 3-4, J Shed, Kings Rd, Swansea SA1 8PL, UK",01792 462350,http://rasoiwaterfront.co.uk/
Swansea,El Fuego | Mediterranean Grill Steakhouse and Bar Restaurant,"3 Victoria Rd, Swansea SA1 3NE, UK",01792 470004,http://elfuego.uk/
Swansea,Zazah Buffet Swansea - Live Street Kitchen,"Little Wind St, Swansea SA1 1ED, UK",01792 803837,https://zazahbuffet.co.uk/
Swansea,Pant-y-Gwydr restaurant,"180 Oxford St, Swansea SA1 3JA, UK",01792 455498,http://www.pantygwydr.com/
Swansea,On The Rocks,"Old Lifeboat House, Mumbles, Swansea SA3 4EN, UK",01792 365205,http://www.ontherocksmumbles.com/
Swansea,Burger Freakz Swansea,"29 Mansel St, Swansea SA1 5SQ, UK",01792 969496,https://burgerfreakz.co.uk/
Swansea,Popeyes Louisiana Chicken,"6-7 Whitewalls, Oxford St, Swansea SA1 3AE, UK",0330 175 8760,http://popeyesuk.com/restaurants/swansea
Swansea,BrewStone,"33 Uplands Cres, Uplands, Swansea SA2 0NP, UK",01792 470480,http://www.brewstone.co.uk/
Swansea,THE ANCHOR SWANSEA MARINA,"1 Anchor Ct, Maritime Quarter, Swansea SA1 3XA, UK",01792 683195,https://www.theanchorswansea.co.uk/
Swansea,Classy Kitchen,"7 Fabian Way, Port Tennant, Swansea SA1 8LD, UK",07311 247696,http://classykitchenltd.co.uk/
Swansea,Awa Grill House ( Restaurant ),"8-10 College St, Swansea SA1 5AE, UK",01792 475767,https://linktr.ee/AwaGrillSwansea?utm_source=linktree_profile_share&ltsid=fe21bb05-5960-4bbe-8c66-6d03bd3077ef
Swansea,La Toscana,"233 High St, Swansea SA1 1NY, UK",01792 448947,
Swansea,La Braseria,"28-30 Wind St, Swansea SA1 1DZ, UK",01792 469683,https://labraseria.com/
Swansea,Gallinis Italian Restaurant,"Unit 3, Maritime Quarter, Swansea SA1 1UP, UK",01792 456285,http://www.gallinisrestaurant.co.uk/
Swansea,The Swigg,"National Waterfront Museum, Maritime Quarter, Swansea SA1 3RD, UK",,http://www.theswigg.co.uk/
Swansea,ASK Italian - Swansea,"6 Wind St, Swansea SA1 1DF, UK",01792 477070,https://www.askitalian.co.uk/italian/restaurants/swansea?utm_source=google&utm_medium=knowledgepanel&utm_campaign=GMB
Swansea,Raj Kitchen Swansea,"40-41 Castle St, Swansea SA1 1HZ, UK",01792 446966,http://rajkitchenswansea.co.uk/
Swansea,Kurdistan Restaurant,"22A St Helen's Rd, Swansea SA1 4AP, UK",01792 474141,
Swansea,The Waterfront Beefeater,"The, waterfront development, Langdon Rd, Swansea SA1 8PL, UK",01792 452514,https://www.beefeater.co.uk/en-gb/locations/swansea/the-waterfront?cid=GLBC_40032560
Swansea,Pub & Grill Swansea,"off Langdon Rd, Fabian Way, Swansea SA1 8QY, UK",0333 006 5222,https://www.village-hotels.co.uk/swansea
Swansea,Lotus,"Unit 2, The Icehouse, Kings Rd, Swansea SA1 8AW, UK",01792 461391,http://www.lotusswansea.co.uk/
Swansea,Pump House,"Pump House Quay, Maritime Quarter, Swansea SA1 1TT, UK",01792 651080,https://www.pumphousepubswansea.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_MjgwNDU0MjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Swansea,Langland's Brasserie,"Brynfield Rd, Newton, Swansea SA3 4SQ, UK",01792 363699,http://www.langlandsbrasserie.co.uk/
Swansea,The Wine House Swansea,"Unit 1, Altamar, Kings Road, Swansea SA1 8PP, UK",01792 457000,http://www.thewelsh-house.co.uk/
Swansea,The Woodman,"120 Mumbles Rd, Mayals, Swansea SA3 5AS, UK",01792 402700,https://www.chefandbrewer.com/pubs/west-glamorgan/woodman?utm_source=g_places&utm_medium=locations&utm_campaign=CB_pubpage
Swansea,Milanos restaurant swansea,"67 Plymouth St, Swansea SA1 3QG, UK",01792 649716,
Swansea,Joyato Restaurant Swansea,"Next to Vue Cinema, Salubrious Pl, Swansea SA1 3DA, UK",01792 399488,https://joyato.co.uk/
Swansea,Restaurant & Bar,"Trawler Rd, Maritime Quarter, Swansea SA1 3SS, UK",01792 634835,https://www.marriott.com/en-us/hotels/cwlsd-delta-hotels-swansea/dining/?scid=feed67b0-9a2f-4de1-8df6-114544116108
Swansea,Chopstix - Swansea,"806 Oxford St, Swansea SA1 3AF, UK",01792 722050,https://www.chopstixnoodles.co.uk/
Swansea,Adelinas bar and kitchen,"Patti pavilion, Mumbles Rd, Swansea SA1 4PQ, UK",01792 475444,https://adelinasbarandkitchen.co.uk/
Swansea,The Westbourne,"1 Brynymor Rd, Swansea SA1 4JQ, UK",01792 316807,
Swansea,Slim Chickens,"39-40 Wind St, Swansea SA1 1EF, UK",01792 722854,http://slimchickens.co.uk/
Swansea,ROK Mumbles,"Bracelet Bay, ROK Mumbles, Mumbles Rd, Mumbles, Swansea SA3 4JT, UK",01792 712210,http://www.rokmumbles.co.uk/
Newport,Fowl & Fury Newport,"The Provision Market, Newport NP20 1FX, UK",,
Newport,The Italian Job Newport,"Newport Market, High St, Newport NP20 1FX, UK",,https://instagram.com/__theitalianjob__?igshid=NTc4MTIwNjQ2YQ==
Newport,Fratelli Newport,"131 Caerleon Rd, Newport NP19 7BZ, UK",01633 639150,https://www.fratellinewport.co.uk/
Newport,MOMOPLUS+,"Newport Market, High St, Newport NP20 1FX, UK",,
Newport,Junction 28,"Station Approach, Bassaleg, Newport NP10 8LD, UK",01633 891891,http://www.junction28.co.uk/
Newport,Gem 42,"42 Bridge St, Newport NP20 4NY, UK",01633 287591,http://www.gem42.co.uk/
Newport,Moka E Farina,"31 Commercial St, Newport NP20 1HJ, UK",01633 847009,
Newport,Ceylon M8 Newport,"M0.12, Newport Market, High St, Newport NP20 1FX, UK",07828 737347,
Newport,Vittorio’s,"113 Stow Hill, Newport NP20 4ED, UK",01633 840261,http://www.vittoriosrestaurant.co.uk/
Newport,The Tickled Trout Newport,"13 Market St, Newport NP20 1FU, UK",01633 904112,http://www.the-tickled-trout.com/
Newport,NP20 Bar and Kitchen,"Chartist Tower, Newport NP20 1DW, UK",01633 837700,https://www.mercurenewport.co.uk/restaurant-and-bar-np20/
Newport,Zizzi - Newport,"Unit R1B, Friars Walk Shopping Centre, Kingsway Centre, Newport NP20 1EA, UK",01633 370404,https://www.zizzi.co.uk/italian-restaurants/wales/newport?utm_source=google&utm_medium=knowledgepanel&utm_campaign=GMB
Newport,Marenghi's Restaurant,"434 Chepstow Rd, Newport NP19 8JG, UK",07738 406335,https://www.facebook.com/MarenghisItalian/
Newport,Blaina Wharf,"E Dock Rd, Newport NP20 2FR, UK",01633 262679,http://www.blainawharfpubnewport.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_OTMyODgxMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Newport,Las Iguanas - Newport,"75, Friars Walk Shopping Centre, Kingsway Centre, Newport NP20 1DS, UK",01633 746706,https://www.iguanas.co.uk/restaurants/newport/?utm_source=google&utm_medium=organic&utm_campaign=google_lpm_lasiguanas_newport
Newport,BAR.CODE,"BarCode, Rodney Rd, Newport NP19 0AD, UK",07848 831616,http://www.barcodenewport.com/
Newport,Drago Lounge,"Friars walk Mall, Kingsway Centre, R2, Newport NP20 1DS, UK",01633 267717,https://thelounges.co.uk/drago/
Newport,The Rib Smokehouse & Grill,"Unnamed Road, Langstone, Newport NP18 2LH, UK",,https://www.celtic-manor.com/dining/restaurants/the-rib-smokehouse-grill
Newport,Cairo Corner,"188 Upper Dock St, Newport NP20 1DB, UK",07376 669169,
Newport,The Snug Restaurant & WOOD-FIRED PIZZERIA,"High St, Caerleon, Newport NP18 1AG, UK",01633 430238,http://www.thesnugcaerleon.co.uk/
Newport,K-Way Bonjuknewport,"High Street M13, Market, Newport NP20 1FX, UK",,
Newport,Prezzo,"Friars Walk Shopping Centre, Unit 65 Usk Plz, Newport NP20 1DS, UK",01633 358336,https://www.prezzo.co.uk/restaurants/newport/
Newport,wagamama newport,"unit r9, friars walk, Newport NP20 1DW, UK",01633 481218,https://www.wagamama.com/restaurants/newport/newport
Newport,The Dragonfly,"Lakeside Dr, Duffryn, Newport NP10 8BB, UK",01633 810611,https://www.vintageinn.co.uk/restaurants/wales/thedragonflynewport?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Newport,Taste of Asia,"3 Caxton Pl, Baneswell, Newport NP20 4BN, UK",01633 221333,http://www.tasteofasianewport.com/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary
Newport,The Rogue Welsh Cake Company,"Newport Market unit M0.07 Market Street Side Entrance, Newport NP20 1DD, UK",07919 800252,http://www.roguewelshcakes.com/
Newport,Rogue Fox,"3 Clytha Park Rd, Newport NP20 4NZ, UK",,http://www.roguefox.co.uk/
Newport,Señor Little's,"Unit 30, Kingsway Centre, Newport NP20 1ED, UK",,https://www.senorlittles.co.uk/
Newport,Man of Gwent,"Chepstow Rd, Newport NP19 9EZ, UK",01633 281263,https://www.greeneking.co.uk/pubs/gwent/man-of-gwent?utm_source=g_places&utm_medium=locations&utm_campaign=FG_pubpage
Newport,Little Steak Hut,"Seven Stiles Ave, Newport NP19 4QR, UK",07557 446927,
Newport,Harvester Spytty Newport,"Newport Retail Park, 7 Seven Stiles Ave, Spytty Rd, Newport NP19 4QR, UK",01633 283545,https://www.harvester.co.uk/restaurants/wales/harvesternewportretailparknewport?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Newport,The Potters,"22-24 Upper Dock St, Newport NP20 1DL, UK",01633 223311,https://www.potterspub.co.uk/
Newport,Steak on Six,"The Celtic Manor Resort Ltd, Caerleon, Newport NP18 1HQ, UK",01633 413000,https://www.celtic-manor.com/dining/restaurants/steak-on-six
Newport,CELTIC MANOR - RAFTERS,"The Celtic Manor - Resort Hotel, Coldra Woods Dr, Caerleon, Newport NP18 1HQ, UK",01633 413000,https://www.celtic-manor.com/dining/restaurants/rafters-restaurant
Newport,Los Reyes Tapas & Wine Bar,"Belmont Hill, Caerleon, Newport NP18 1JX, UK",01633 423336,https://www.losreyestapascaerleon.com/
Newport,The New Lahore,"145 Lower Dock St, Kingsway Centre, Newport NP20 1EE, UK",01633 265665,https://newlahorenewport.co.uk/
Newport,Harvester Borderer Newport,"323 Malpas Rd, Newport NP20 6EP, UK",01633 858667,https://www.harvester.co.uk/restaurants/wales/harvesterborderernewport?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Newport,The Golden Lion Hotel,"East St, Newport SA42 0SY, UK",01239 820321,http://www.thegoldenlion.co.uk/
Newport,Bragu,"90 Lower Dock St, Newport NP20 2AH, UK",07352 451605,https://www.bragucafe.co.uk/
Newport,Hatti Indian Restaurant,"77-78 Lower Dock St, Newport NP20 1EH, UK",01633 222788,https://www.hatti.co.uk/
Newport,Zurita in Nye Beach,"711 NW 2nd Ct, Newport, OR 97365, USA",(541) 272-5078,https://zuritainnye.com/
Newport,Castle Inn,"Castle Inn, Bridge St, Newport SA42 0TB, UK",01239 820742,http://www.castleinnpembs.co.uk/
Newport,Clearwater Restaurant,"325 SW Bay Blvd., Newport, OR 97365, USA",(541) 272-5550,https://clearwaterrestaurant.com/
Newport,The Stone House,"Lighthouse Rd, St Brides, Newport NP10 8TG, UK",01633 810541,https://www.sizzlingpubs.co.uk/findapub/wales/thestonehousemaesglas?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Newport,Pepe's,"105-106 Commercial St, Newport NP20 1LU, UK",01633 847307,https://pepes.co.uk/pepes-piri-piri-stores/#!/l/newport/105-106-commercial-street/4609452
Newport,The Burger House,"112 Lower Dock St, Newport NP20 2AF, UK",01633 837402,https://theburgerhousenewport.co.uk/
Newport,Anderson's at the Waterloo,"113 Alexandra Rd, Newport NP20 2JG, UK",01633 264266,
Newport,Nando's Newport - Friars Walk,"Unit R4, Friar's Walk Shopping Centre, 73 Usk Plz, Newport NP20 1DS, UK",01633 215205,https://www.nandos.co.uk/restaurants/newport-friars-walk?utm_campaign=websitecta_NA&utm_content=Multi-Chan_GB_NA_NA_NA_all_NA_NA_newport-friars-walk&utm_medium=mybusiness&utm_source=google&utm_term=Local
Newport,Vanilla Spice,"Lyne Rd, Newport NP20 5JG, UK",01633 255446,https://www.vanillaspicenewport.co.uk/
Newport,Burger Boyz - Newport,"Newport Market, Market, High St, Newport NP20 1FX, UK",,http://www.burgerboyzzz.co.uk/
Newport,The Bell Inn Caerleon,"Bulmore Rd, Caerleon, Newport NP18 1QQ, UK",01633 420613,http://www.thebellcaerleon.co.uk/
Newport,Out Out Bar & Grill,"129 Chepstow Rd, Maindee, Newport NP19 8GE, UK",07523 384418,
Newport,Pen & Wig - JW Bassett Pub,"22-24 Stow Hill, Newport NP20 1JD, UK",01633 666818,http://www.jwbpubs.com/
Newport,Georgie's Beachside Grill,"506 SW Elizabeth St, Newport, OR 97365, USA",(541) 265-9800,https://www.georgiesbeachsidegrill.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing
Newport,Shawarma Kingdom Newport,"2 Constance St, Newport NP19 7DB, UK",01633 257939,http://www.shawarmakingdomnewport.co.uk/
Newport,Oodles Wok Newport,"160, 158 Cardiff Rd, Newport NP20 3AE, UK",01633 328001,https://oodleswok.co.uk/
Newport,.,"31 Commercial St, Newport NP11 6AW, UK",01633 614628,
Newport,Valentine's,"123-125 Chepstow Rd, Maindee, Newport NP19 8BZ, UK",01633 212211,https://www.valentinesturkishrestaurant.co.uk/
Newport,Horton's Lounge,"Millennium Walk, Newport NP19 0NX, UK",01633 258329,http://www.hortonslounge.co.uk/
Newport,Toby Carvery Coldra Newport,"Royal Oak Hill, Newport NP19 9FL, UK",01633 282155,https://www.tobycarvery.co.uk/restaurants/wales/coldranewport?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage
Barry,The Curry House,"87 High St, Barry CF62 7DX, UK",01446 735706,http://www.thecurryhousebarry.com/
